City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
326,Afsin,TR,38.2477,36.914,70.68,19,0,3.22,clear sky
327,Nouadhibou,MR,20.931,-17.0347,73.85,76,0,30.91,clear sky
328,Certesti,RO,46.0167,27.6167,71.13,62,100,8.03,overcast clouds
329,Ayr,GB,55.4627,-4.6339,60.78,82,75,4.61,broken clouds
330,Jerantut,MY,3.936,102.3626,74.32,99,97,0.74,overcast clouds
331,Sistranda,NO,63.7256,8.834,55.36,66,94,6.31,overcast clouds
332,Tezu,IN,27.9167,96.1667,74.17,96,35,3.22,scattered clouds
333,Port Augusta,AU,-32.5,137.7667,46.04,47,84,7.0,broken clouds
334,Tautira,PF,-17.7333,-149.15,77.34,77,23,24.23,light rain
335,Arrecife,ES,28.963,-13.5477,75.18,73,40,25.32,scattered clouds
336,Pangnirtung,CA,66.1451,-65.7125,52.72,73,68,5.77,broken clouds
337,Iqaluit,CA,63.7506,-68.5145,62.53,36,90,15.35,overcast clouds
338,Biltine,TD,14.5333,20.9167,84.11,59,31,10.18,scattered clouds
339,Najran,SA,17.4924,44.1277,84.65,35,13,4.81,few clouds
340,Dawei,MM,14.0833,98.2,76.91,91,97,1.95,overcast clouds
341,Hualmay,PE,-11.0964,-77.6139,66.02,73,18,9.78,few clouds
342,Lubao,PH,14.9167,120.55,80.31,89,99,2.33,overcast clouds
343,Tukrah,LY,32.5341,20.5791,80.2,75,0,4.74,clear sky
344,Kasongo,CD,-4.45,26.6667,78.94,37,97,1.01,overcast clouds
345,Mkushi,ZM,-13.6202,29.3939,57.0,53,46,6.24,scattered clouds
346,Lanigan,CA,51.8501,-105.0344,75.25,36,10,1.14,clear sky
347,Naruto,JP,34.1833,134.6167,76.44,86,6,8.68,clear sky
348,Novocheremshansk,RU,54.3571,50.1666,61.83,79,0,5.99,clear sky
349,Saint-Joseph,RE,-21.3667,55.6167,66.2,82,2,9.22,clear sky
350,Mosjoen,NO,65.836,13.1908,53.71,76,40,5.01,scattered clouds
351,Piacabucu,BR,-10.4056,-36.4344,73.96,87,36,12.12,scattered clouds
352,Tocopilla,CL,-22.092,-70.1979,65.43,68,41,10.65,scattered clouds
353,Ilulissat,GL,69.2167,-51.1,51.82,62,40,4.61,scattered clouds
354,Kaoma,ZM,-14.7833,24.8,54.54,46,26,5.66,scattered clouds
355,Manitouwadge,CA,49.1215,-85.8403,61.12,87,100,6.35,overcast clouds
356,Miles City,US,46.4083,-105.8406,83.37,21,0,4.61,clear sky
357,Chinhoyi,ZW,-17.3667,30.2,55.81,50,0,4.14,clear sky
358,Caravelas,BR,-17.7125,-39.2481,72.7,72,0,6.38,clear sky
359,Esso,RU,55.9333,158.7,53.92,86,96,3.89,light rain
360,Komsomolskiy,UZ,40.4272,71.7189,88.52,20,100,11.5,overcast clouds
361,Simav,TR,39.0882,28.9777,73.24,36,0,7.92,clear sky
362,Tessalit,ML,20.1986,1.0114,95.56,23,91,11.41,overcast clouds
363,Bathsheba,BB,13.2167,-59.5167,86.61,79,40,20.71,scattered clouds
364,Arona,ES,28.0996,-16.681,73.69,78,20,21.85,few clouds
365,Sinnamary,GF,5.3833,-52.95,81.0,82,77,8.37,broken clouds
366,Road Town,VG,18.4167,-64.6167,84.29,83,40,3.44,scattered clouds
367,Vrangel,RU,42.7297,133.0839,68.34,96,100,0.78,overcast clouds
368,Buba,GW,11.5833,-15.0,77.04,86,42,7.63,scattered clouds
369,Nelson Bay,AU,-32.7167,152.15,54.0,84,93,8.99,overcast clouds
370,Pervomayskoye,RU,43.919,46.7102,70.97,76,0,7.02,clear sky
371,Turukhansk,RU,65.8167,87.9833,53.11,82,0,9.82,clear sky
372,Fallon,US,39.4735,-118.7774,102.92,11,20,0.0,few clouds
373,Beringovskiy,RU,63.05,179.3167,49.41,81,100,8.01,overcast clouds
374,Kholodnyy,RU,62.7167,147.95,56.89,52,100,2.62,overcast clouds
375,Kapuvar,HU,47.5922,17.0289,70.05,48,53,4.92,broken clouds
376,Yoichi,JP,43.2039,140.7703,69.08,86,98,2.42,overcast clouds
377,Jati,PK,24.3539,68.2671,81.57,80,21,14.56,few clouds
378,Katherine,AU,-14.4667,132.2667,59.32,67,60,6.91,broken clouds
379,Agadez,NE,19.75,10.25,95.2,18,100,3.94,overcast clouds
380,Broken Hill,AU,-31.95,141.4333,45.0,52,100,6.85,overcast clouds
381,Wolgast,DE,54.05,13.7667,55.4,77,12,5.64,few clouds
382,Ipixuna,BR,-1.7625,-48.8043,87.82,54,87,4.18,overcast clouds
383,Indiaroba,BR,-11.5192,-37.5117,71.58,91,6,6.42,clear sky
384,Shostka,UA,51.863,33.4698,59.34,83,0,1.28,clear sky
385,Otradnoye,RU,59.7775,30.8181,61.97,80,95,3.83,overcast clouds
386,Mogadishu,SO,2.0371,45.3438,76.1,83,34,17.92,scattered clouds
387,Taoudenni,ML,22.6783,-3.9836,107.83,13,60,15.84,broken clouds
388,Rantepao,ID,-2.9701,119.8978,65.7,97,77,1.39,broken clouds
389,Sisimiut,GL,66.9395,-53.6735,44.65,76,100,5.86,overcast clouds
390,Buraydah,SA,26.326,43.975,97.12,13,98,7.7,overcast clouds
391,Ouallam,NE,14.3188,2.0866,89.76,47,92,16.17,light rain
392,Antalaha,MG,-14.9003,50.2788,67.28,87,16,7.36,few clouds
393,Viedma,AR,-40.8135,-62.9967,52.38,50,53,13.38,broken clouds
394,Alexandria,EG,31.2156,29.9553,81.0,66,0,7.9,clear sky
395,Wanaka,NZ,-44.7,169.15,38.88,92,98,3.0,overcast clouds
396,Ostrovnoy,RU,68.0531,39.5131,50.25,90,69,14.29,broken clouds
397,Kifri,IQ,34.6959,44.9661,94.86,9,0,10.76,clear sky
398,Ixtapa,MX,20.7,-105.2,90.23,62,40,8.05,scattered clouds
399,Burgeo,CA,47.6167,-57.6152,65.89,74,89,3.89,overcast clouds
400,Bajil,YE,15.0584,43.2851,91.13,43,96,7.87,overcast clouds
401,Parrita,CR,9.5201,-84.3225,80.87,77,100,4.21,overcast clouds
402,Kyra,RU,49.5776,111.9753,52.79,94,100,2.71,overcast clouds
403,Port-Cartier,CA,50.0334,-66.8654,63.75,79,48,10.71,scattered clouds
404,Okha,RU,53.5739,142.9478,55.29,92,59,7.43,broken clouds
405,Talnakh,RU,69.4865,88.3972,47.21,75,0,8.72,clear sky
406,Ongandjera,NA,-17.8833,15.0667,66.81,24,37,5.03,scattered clouds
407,Smithers,CA,54.7804,-127.1743,89.49,27,0,3.0,clear sky
408,Sonkovo,RU,57.7782,37.1571,60.89,96,100,9.22,overcast clouds
409,Tura,IN,25.5198,90.2201,74.19,92,24,2.48,few clouds
410,Ahipara,NZ,-35.1667,173.1667,56.3,73,99,10.71,overcast clouds
411,Yongan,CN,39.6957,113.6871,63.95,73,6,4.61,clear sky
412,Ban Nahin,LA,18.2418,104.2122,77.86,83,100,1.48,overcast clouds
413,Guarapari,BR,-20.6667,-40.4975,74.89,76,67,17.87,broken clouds
414,Vao,NC,-22.6667,167.4833,69.03,66,100,12.41,overcast clouds
415,Germantown,US,39.1732,-77.2717,92.61,61,20,12.66,few clouds
416,Churapcha,RU,62.0025,132.4325,67.68,61,5,3.78,clear sky
417,Halifax,CA,44.6453,-63.5724,70.05,69,80,7.34,broken clouds
418,Le Port,RE,-20.9373,55.2919,69.26,75,95,5.59,overcast clouds
419,Aegviidu,EE,59.2858,25.6142,62.17,81,89,4.29,overcast clouds
420,Poum,NC,-20.2333,164.0167,70.99,76,5,10.11,clear sky
421,Lasa,IT,46.6166,10.7002,63.45,94,98,2.44,overcast clouds
422,Ostersund,SE,63.1792,14.6357,50.45,76,17,9.22,few clouds
423,Beni,CD,0.5,29.4667,62.78,98,66,1.5,light rain
424,Wajid,SO,3.8093,43.2471,75.31,58,15,20.4,few clouds
425,Chara,RU,56.9064,118.2631,63.34,71,100,2.17,overcast clouds
426,Rawson,AR,-43.3002,-65.1023,52.79,51,5,19.42,clear sky
427,Mitsamiouli,KM,-11.3847,43.2844,75.96,74,37,7.83,light rain
428,Atar,MR,20.5169,-13.0499,103.71,9,0,4.56,clear sky
429,Semey,KZ,50.4111,80.2275,69.96,59,48,1.54,scattered clouds
430,San Cristobal,VE,7.7669,-72.225,75.38,60,99,6.8,overcast clouds
431,Qaqortoq,GL,60.7167,-46.0333,47.35,70,48,5.03,scattered clouds
432,Saint-Francois,FR,46.4154,3.9054,74.64,43,0,6.91,clear sky
433,Panacan,PH,9.2463,118.4082,80.47,84,100,3.22,light rain
434,Chebenki,RU,51.9337,55.7077,67.75,78,20,6.76,few clouds
435,Goksun,TR,38.021,36.4973,68.65,43,0,3.8,clear sky
436,Husavik,IS,66.0449,-17.3389,52.14,77,25,7.49,scattered clouds
437,Clyde River,CA,70.4692,-68.5914,36.48,86,100,12.57,overcast clouds
438,Miri,MY,4.4148,114.0089,75.69,89,27,3.76,scattered clouds
439,Kasane,BW,-17.8167,25.15,59.47,43,18,5.86,few clouds
440,Zwolle,NL,52.5126,6.0936,65.28,66,100,1.01,overcast clouds
441,Kurilsk,RU,45.2333,147.8833,53.71,95,99,5.95,overcast clouds
442,San Juan,AR,-31.5375,-68.5364,61.72,35,0,4.16,clear sky
443,Airai,TL,-8.9266,125.4092,51.17,80,76,3.85,broken clouds
444,Sterling,US,39.0062,-77.4286,93.22,64,75,11.99,broken clouds
445,Mus,TR,39.0,41.75,70.14,20,0,3.56,clear sky
446,Samarai,PG,-10.6167,150.6667,78.19,85,87,13.96,overcast clouds
447,Schluchtern,DE,50.3489,9.5253,71.24,42,100,5.26,overcast clouds
448,Santa Ana,US,33.7456,-117.8678,97.86,49,40,11.5,scattered clouds
449,Greenville,US,35.6127,-77.3663,98.76,47,0,9.22,clear sky
450,Pechora,RU,65.1472,57.2244,61.25,62,7,7.27,clear sky
451,Nizwa,OM,22.9333,57.5333,80.11,70,89,6.26,overcast clouds
452,Ayios Nikolaos,GR,38.4167,23.65,86.11,35,0,6.76,clear sky
453,Sambava,MG,-14.2667,50.1667,68.68,89,16,11.03,few clouds
454,Moose Factory,CA,51.2585,-80.6094,70.52,66,98,5.77,overcast clouds
455,Olavarria,AR,-36.8927,-60.3225,52.02,55,5,15.08,clear sky
456,Morro Bay,US,35.3658,-120.8499,96.93,58,31,8.01,scattered clouds
457,Sechura,PE,-5.5569,-80.8222,77.38,54,7,13.35,clear sky
458,Sumenep,ID,-7.0167,113.8667,78.96,72,100,9.62,overcast clouds
459,Formosa,AR,-26.1775,-58.1781,64.38,82,100,19.57,overcast clouds
460,Tungor,RU,53.3808,142.9564,54.37,93,39,7.07,scattered clouds
461,Marawi,PH,7.9986,124.2928,69.1,92,100,4.7,overcast clouds
462,Lodja,CD,-3.4833,23.4333,77.54,58,100,2.51,overcast clouds
463,Yate,GB,51.5407,-2.4184,70.09,59,100,4.05,overcast clouds
464,Ketrzyn,PL,54.0768,21.3753,55.35,92,41,5.32,scattered clouds
465,Mercedes,AR,-34.6515,-59.4307,58.95,48,5,15.19,clear sky
466,La Ronge,CA,55.1001,-105.2842,69.91,40,70,6.67,broken clouds
467,Kruisfontein,ZA,-34.0033,24.7314,59.85,65,0,7.76,clear sky
468,Socoltenango,MX,16.2167,-92.25,78.6,51,67,6.17,broken clouds
469,Moranbah,AU,-22.0016,148.0466,47.12,77,0,8.12,clear sky
470,Yangjiang,CN,21.85,111.9667,80.47,89,73,4.25,broken clouds
471,Kargasok,RU,59.0556,80.8572,62.17,71,89,9.78,overcast clouds
472,Wewak,PG,-3.5534,143.6268,78.64,86,91,9.33,moderate rain
473,San Patricio,US,28.017,-97.5169,99.18,41,61,18.86,broken clouds
474,George,ZA,-33.963,22.4617,61.56,48,0,7.74,clear sky
475,Zwedru,LR,6.0667,-8.1281,71.8,87,55,4.14,broken clouds
476,Pierre,US,44.3683,-100.351,82.85,38,20,11.5,few clouds
477,San Pedro De Macoris,DO,18.4616,-69.2972,92.01,59,73,8.68,broken clouds
478,Sujiatun,CN,41.6592,123.3392,77.18,83,100,4.47,overcast clouds
479,Lavrentiya,RU,65.5833,-171.0,43.7,88,100,4.94,overcast clouds
480,Abu Zabad,SD,12.35,29.25,76.68,77,100,11.52,light rain
481,Norton,ZW,-17.8833,30.7,53.28,32,0,6.33,clear sky
482,Orumiyeh,IR,37.5527,45.0761,75.0,48,0,5.1,clear sky
483,Vardo,NO,70.3705,31.1107,48.18,93,100,18.41,overcast clouds
484,Nishihara,JP,26.1842,127.7558,82.45,86,40,6.91,scattered clouds
485,Beidao,CN,34.5686,105.8933,65.93,69,1,2.95,clear sky
486,Hof,DE,50.3167,11.9167,67.23,39,40,8.05,scattered clouds
487,Bakchar,RU,57.0186,82.0711,58.55,99,44,4.76,scattered clouds
488,Raudeberg,NO,61.9875,5.1352,57.87,79,26,15.32,scattered clouds
489,Archis,RO,46.4833,22.05,74.12,42,70,4.27,broken clouds
490,Abnub,EG,27.2696,31.1511,91.92,14,0,6.55,clear sky
491,Ewa Beach,US,21.3156,-158.0072,83.57,56,40,8.05,scattered clouds
492,Athol,US,42.5959,-72.2268,88.48,70,20,16.11,few clouds
493,Darnah,LY,32.767,22.6367,79.84,77,0,15.66,clear sky
494,Kedougou,SN,12.5579,-12.1743,79.12,81,94,6.06,overcast clouds
495,Vasylivka,UA,47.4369,35.2742,76.15,52,36,8.3,scattered clouds
496,Do Gonbadan,IR,30.3586,50.7981,84.58,63,98,3.15,overcast clouds
497,Ibra,OM,22.6906,58.5334,79.11,68,100,8.75,overcast clouds
498,Gat,IL,31.61,34.7642,82.81,100,0,5.12,clear sky
499,Dombarovskiy,RU,50.7587,59.5386,62.76,63,1,7.56,clear sky
500,Yantal,RU,56.8471,105.2542,56.34,99,100,5.1,overcast clouds
501,Rio Grande,BR,-32.035,-52.0986,59.11,94,100,19.24,light rain
502,Sena Madureira,BR,-9.0656,-68.6569,96.01,25,9,2.19,clear sky
503,Juazeiro,BR,-9.4117,-40.4986,84.38,39,20,10.36,few clouds
504,Santiago Del Estero,AR,-27.7951,-64.2615,67.26,37,38,16.82,scattered clouds
505,Santa Cruz,BO,-17.8,-63.1667,87.85,45,20,20.71,few clouds
506,Sibolga,ID,1.7427,98.7792,76.08,90,100,2.62,overcast clouds
507,Olafsvik,IS,64.8945,-23.7142,45.46,87,100,16.58,overcast clouds
508,Kutum,SD,14.2,24.6667,78.94,49,100,7.2,overcast clouds
509,Klaksvik,FO,62.2266,-6.589,52.72,91,84,15.01,broken clouds
510,Kiruna,SE,67.8557,20.2251,47.32,81,95,4.61,overcast clouds
511,Satis,RU,54.9229,43.2298,68.02,87,85,5.97,overcast clouds
512,Lentvaris,LT,54.65,25.05,61.09,93,40,3.44,scattered clouds
513,Hambantota,LK,6.1241,81.1185,78.48,87,100,5.48,overcast clouds
514,Visnes,NO,59.3556,5.2242,59.38,88,0,10.36,clear sky
515,Berdigestyakh,RU,62.0989,126.6992,65.7,74,3,4.38,clear sky
516,Medeiros Neto,BR,-17.3739,-40.2206,75.36,57,17,9.6,few clouds
517,Mount Gambier,AU,-37.8333,140.7667,33.71,100,7,0.0,mist
518,Inverell,AU,-29.7833,151.1167,39.16,88,0,1.01,clear sky
519,Vastse-Kuuste,EE,58.1669,26.9343,58.84,98,57,6.15,broken clouds
520,Kisangani,CD,0.5167,25.2,70.9,96,99,1.45,overcast clouds
521,Ust-Omchug,RU,61.15,149.6333,50.99,77,100,4.81,light rain
522,Balaghat,IN,21.8,80.1833,78.4,89,100,2.39,overcast clouds
523,Oranzherei,RU,45.8476,47.5663,77.95,55,50,1.48,scattered clouds
524,Leningradskiy,RU,69.3833,178.4167,39.69,79,95,6.22,overcast clouds
525,Witu,KE,-2.3889,40.4382,73.33,79,9,10.63,clear sky
526,Mattawa,US,46.7379,-119.9028,104.02,14,0,2.1,clear sky
527,Bandarbeyla,SO,9.4942,50.8122,76.6,81,59,26.87,broken clouds
528,Henties Bay,NA,-22.116,14.2845,54.3,89,35,7.49,scattered clouds
529,Tooele,US,40.5308,-112.2983,96.89,24,0,3.44,clear sky
530,Castenaso,IT,44.5089,11.4698,78.76,66,0,5.75,clear sky
531,Namatanai,PG,-3.6667,152.4333,79.48,79,89,10.87,overcast clouds
532,Colac,AU,-38.3333,143.5833,42.08,94,16,3.49,few clouds
533,Mulchen,CL,-37.7167,-72.2333,57.06,63,0,6.89,clear sky
534,Zaidpur,IN,26.8333,81.3333,80.67,78,84,2.89,broken clouds
535,Limbang,MY,4.75,115.0,77.11,96,70,2.04,broken clouds
536,Hobyo,SO,5.3505,48.5268,75.97,86,61,24.18,broken clouds
537,Bodden Town,KY,19.2833,-81.25,87.01,71,40,8.05,scattered clouds
538,Aranos,NA,-24.1333,19.1167,62.62,24,64,5.48,broken clouds
539,Odweyne,SO,9.4092,45.064,75.87,44,2,18.1,clear sky
540,Westport,US,41.1415,-73.3579,90.95,63,0,9.22,clear sky
541,Dunedin,NZ,-45.8742,170.5036,44.8,74,100,11.99,moderate rain
542,Mbandaka,CD,0.0487,18.2603,74.08,69,100,2.93,overcast clouds
543,Lorengau,PG,-2.0226,147.2712,80.94,81,70,13.98,broken clouds
544,Gasa,PS,31.5,34.4667,77.88,72,0,6.87,clear sky
545,Arcachon,FR,44.5875,-1.0519,70.41,73,0,3.44,clear sky
546,Ust-Maya,RU,60.4167,134.5333,63.25,78,5,2.77,clear sky
547,Quirinopolis,BR,-18.4483,-50.4517,86.94,18,5,5.88,clear sky
548,Shingu,JP,33.7333,135.9833,76.17,92,68,4.68,broken clouds
549,Pangai,TO,-19.8,-174.35,78.91,83,20,18.41,few clouds
550,Entre Rios,BR,-11.9419,-38.0844,72.18,76,19,6.89,few clouds
551,Trelew,AR,-43.249,-65.3051,57.47,38,0,17.27,clear sky
552,Turkistan,KZ,43.0,68.0,80.94,31,0,7.83,clear sky
553,Hamilton,US,39.1834,-84.5333,90.95,52,40,11.5,scattered clouds
554,Sao Francisco De Paula,BR,-29.4481,-50.5836,65.59,67,97,10.02,heavy intensity rain
555,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,89,20,20.71,few clouds
556,Novoagansk,RU,61.9449,76.6625,53.91,84,7,6.71,clear sky
557,Zhigansk,RU,66.7697,123.3711,66.29,68,99,6.26,overcast clouds
558,Olinda,BR,-8.0089,-34.8553,76.73,83,0,9.22,clear sky
559,Kosh-Agach,RU,50.0,88.6667,51.03,47,3,0.87,clear sky
560,Narsaq,GL,60.9167,-46.05,61.02,60,52,6.08,broken clouds
561,Hay River,CA,60.8156,-115.7999,62.58,88,100,2.3,overcast clouds
562,Dezhou,CN,37.4486,116.2925,70.77,93,37,5.21,scattered clouds
563,Cloverleaf,US,29.7783,-95.1719,99.03,57,40,13.8,thunderstorm
564,Arman,RU,59.7,150.1667,53.02,96,100,4.99,light rain
565,Sabratah,LY,32.7933,12.4885,84.7,61,0,11.52,clear sky
566,Antsohihy,MG,-14.8796,47.9875,74.28,63,99,2.13,overcast clouds
567,Leshukonskoye,RU,64.8989,45.7622,63.43,97,77,1.83,broken clouds
568,Gunupur,IN,19.0833,83.8167,79.32,91,98,2.3,overcast clouds
569,Oistins,BB,13.0667,-59.5333,86.09,66,40,20.71,scattered clouds
570,Diffa,NE,13.3154,12.6113,84.78,54,40,7.52,light rain
571,Dakar,SN,14.6937,-17.4441,82.53,78,75,18.41,broken clouds
572,Shubarshi,KZ,48.5872,57.1869,76.24,47,58,6.35,broken clouds
573,Shitanjing,CN,39.2342,106.3439,73.04,33,0,7.54,clear sky
574,Sabancuy,MX,18.9667,-91.1833,87.62,60,100,8.55,overcast clouds
575,Villarrica,PY,-25.75,-56.4333,79.16,47,100,12.88,overcast clouds
576,Dwarahat,IN,29.7833,79.4333,66.88,95,100,2.17,overcast clouds
577,Adrar,MR,20.5022,-10.0711,104.36,7,2,8.59,clear sky
578,Campoverde,PE,-8.4753,-74.8058,91.09,30,38,0.13,scattered clouds
579,Cancun,MX,21.1743,-86.8466,89.53,62,75,11.5,broken clouds
580,Elko,US,41.0002,-115.5012,93.22,13,2,1.99,clear sky
581,General Roca,AR,-39.0333,-67.5833,60.01,31,3,18.32,clear sky
582,Ayorou,NE,14.7308,0.9174,92.55,41,98,14.99,light rain
583,Jamai,IN,22.2,78.5833,74.35,90,100,3.02,overcast clouds
584,Okhotsk,RU,59.3833,143.3,58.96,88,8,6.89,clear sky
585,Naze,JP,28.3667,129.4833,81.52,81,24,13.33,few clouds
586,Marsh Harbour,BS,26.5412,-77.0636,83.53,70,19,13.78,few clouds
587,Santo Antonio Do Ica,BR,-3.1022,-67.9397,83.79,71,47,1.95,scattered clouds
588,Carora,VE,10.1755,-70.0827,90.86,37,98,7.45,overcast clouds
589,Soavinandriana,MG,-19.1667,46.7333,57.49,71,100,5.66,overcast clouds
590,Kismayo,SO,-0.3582,42.5454,76.89,68,94,16.42,overcast clouds
591,Tursunzoda,TJ,38.5144,68.2333,89.08,25,0,6.29,clear sky
592,Hargeysa,SO,9.56,44.065,73.6,46,7,23.98,clear sky
593,Poronaysk,RU,49.2167,143.1167,57.49,95,99,0.76,overcast clouds
594,Bilma,NE,18.6853,12.9164,95.81,25,100,9.1,overcast clouds
595,Alyangula,AU,-13.8483,136.4192,67.66,81,71,10.02,broken clouds
596,Dasoguz,TM,41.8363,59.9666,84.15,39,0,4.61,clear sky
597,Balkhash,KZ,46.844,74.9804,78.35,42,68,6.49,broken clouds
598,Mangrol,IN,21.1167,70.1167,80.87,80,99,10.67,overcast clouds
599,Osypenko,UA,46.9136,36.8253,75.79,50,27,6.64,scattered clouds
600,Turbat,PK,26.0023,63.044,82.09,73,100,7.4,overcast clouds
601,Floro,NO,61.5996,5.0328,60.87,72,0,8.05,clear sky
602,Ketchikan,US,55.3422,-131.6461,72.07,56,0,10.36,clear sky
603,Boca Do Acre,BR,-8.7522,-67.3978,97.38,23,3,1.83,clear sky
604,Forbes,AU,-33.3833,148.0167,42.35,96,71,4.52,broken clouds
605,Zubtsov,RU,56.1753,34.5894,56.46,93,100,5.28,overcast clouds
606,Gidam,IN,18.9833,81.4,75.92,91,99,0.69,overcast clouds
607,Turgenevo,RU,54.8455,46.3297,67.69,77,94,6.08,overcast clouds
608,Diamantina,BR,-18.2494,-43.6003,70.0,33,0,3.83,clear sky
609,Awallan,PH,17.9244,121.913,76.93,97,100,1.28,overcast clouds
610,Makakilo City,US,21.3469,-158.0858,82.15,55,75,8.05,broken clouds
611,Amga,RU,60.8953,131.9608,66.54,75,7,1.61,clear sky
612,Aurora,US,39.7294,-104.8319,77.67,54,75,9.22,broken clouds
613,Inuvik,CA,68.3499,-133.7218,54.46,71,100,2.3,light rain
614,Sharan,RU,54.8167,54.0,58.87,77,95,7.18,overcast clouds
615,Ishigaki,JP,24.3448,124.1572,82.53,89,20,5.75,few clouds
616,Alice Springs,AU,-23.7,133.8833,33.35,55,29,0.0,scattered clouds
617,Smyrna,US,33.884,-84.5144,96.12,53,75,8.05,broken clouds
618,Labuhan,ID,-6.8844,112.2051,75.65,86,68,7.76,broken clouds
619,Mujiayingzi,CN,42.1167,118.7833,62.28,87,100,4.29,overcast clouds
620,Huaiyin,CN,33.5886,119.0192,75.7,95,100,5.53,overcast clouds
621,Miraflores,MX,19.2167,-98.8083,72.36,68,72,3.6,broken clouds
622,Monrovia,LR,6.3005,-10.7969,78.57,71,96,9.75,overcast clouds
623,Binzhou,CN,37.3667,118.0167,72.57,93,100,3.85,overcast clouds
624,Nabire,ID,-3.3667,135.4833,74.88,92,59,3.36,broken clouds
625,Mansa,IN,29.9833,75.3833,83.64,78,100,2.13,light rain
626,La Rioja,ES,42.25,-2.5,67.78,65,60,3.31,broken clouds
627,Aktau,KZ,43.65,51.2,72.18,67,0,10.25,clear sky
628,Tabat,ID,-2.635,115.2274,72.03,98,62,1.36,broken clouds
629,Durango,MX,24.8333,-104.8333,75.81,42,90,4.83,overcast clouds
630,Pocoes,BR,-14.5297,-40.3653,69.8,59,41,5.97,scattered clouds
631,Tadine,NC,-21.55,167.8833,68.58,75,0,12.75,clear sky
632,Muroto,JP,33.2833,134.15,80.08,85,39,11.88,scattered clouds
633,Salalah,OM,17.0151,54.0924,77.09,94,100,5.75,overcast clouds
634,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,77,11,3.49,few clouds
635,Sorland,NO,67.667,12.6934,53.46,75,51,14.03,broken clouds
636,Sidney,AU,-33.8679,151.2073,54.72,71,20,14.97,few clouds
637,Dzhebariki-Khaya,RU,62.2167,135.8,64.53,71,75,3.89,broken clouds
638,Gvardeysk,RU,54.6477,21.0651,53.65,83,7,4.81,clear sky
639,Noumea,NC,-22.2763,166.4572,69.01,99,36,7.92,scattered clouds
640,Tilichiki,RU,60.4667,166.1,47.23,77,100,6.73,overcast clouds
641,Marzuq,YE,14.4,46.4667,84.33,43,99,5.99,overcast clouds
642,Izhma,RU,65.0083,53.9113,66.54,59,21,7.25,few clouds
643,Teya,RU,60.3778,92.6267,56.14,87,16,2.68,few clouds
644,Vaitape,PF,-16.5167,-151.75,79.41,71,1,24.58,light rain
645,Qarqin,AF,37.4185,66.0436,89.2,19,0,18.72,clear sky
646,Jay,US,44.5039,-70.2162,84.85,60,100,8.1,overcast clouds
647,Goure,NE,13.9835,10.2704,82.02,56,66,5.48,broken clouds
648,Khandagayty,RU,50.7333,92.05,53.29,68,12,1.81,few clouds
649,Lazaro Cardenas,MX,17.9583,-102.2,85.66,65,23,9.6,few clouds
650,Oranjemund,NA,-28.55,16.4333,54.18,91,25,7.99,scattered clouds
651,Pailon,BO,-17.65,-62.75,89.28,25,33,13.04,scattered clouds
652,Gumdag,TM,39.2061,54.5906,85.26,56,33,10.83,light rain
653,Erkner,DE,52.4167,13.75,70.09,56,0,6.91,clear sky
654,Saurimo,AO,-9.6608,20.3916,66.52,27,57,3.89,broken clouds
655,Sao Filipe,CV,14.8961,-24.4956,79.38,79,32,11.5,scattered clouds
